Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date
Central America and the Caribbean,Honduras,Office Supplies,Online,H,2/5/11,760344302,3/11/11
Europe,Norway,Cosmetics,Offline,L,4/18/13,351179540,5/2/13
Australia and Oceania,Tonga,Cereal,Offline,L,5/21/13,932500922,7/1/13
Europe,Belarus,Clothes,Offline,L,12/12/10,405919778,1/17/11
Sub-Saharan Africa,Mozambique,Cereal,Online,H,5/25/10,343359935,6/8/10
Australia and Oceania,Australia,Personal Care,Offline,H,3/26/17,137057721,3/27/17
Europe,Bulgaria,Beverages,Online,L,7/4/11,149561965,7/17/11
Central America and the Caribbean,Honduras,Meat,Offline,M,3/11/12,363733994,4/6/12
Sub-Saharan Africa,Seychelles ,Beverages,Online,H,11/1/12,832747638,11/7/12
Australia and Oceania,Federated States of Micronesia,Vegetables,Online,M,8/12/15,330089223,9/15/15
Middle East and North Africa,Bahrain,Cosmetics,Offline,H,5/28/12,399557578,6/23/12
Sub-Saharan Africa,Chad,Vegetables,Offline,M,4/25/11,405264031,5/9/11
Asia,Uzbekistan,Fruits,Offline,L,2/16/10,681632411,3/5/10
Australia and Oceania,Kiribati,Clothes,Online,H,4/18/15,283399045,5/6/15
Australia and Oceania,New Zealand,Beverages,Online,C,5/20/15,135612761,6/27/15
Australia and Oceania,Nauru,Meat,Online,L,3/2/15,783634889,3/11/15
Asia,South Korea,Vegetables,Offline,L,9/17/16,143139255,9/22/16
Europe,Belgium,Cereal,Offline,L,7/28/15,250112187,8/10/15
Asia,Singapore,Meat,Online,H,2/22/12,510852515,2/26/12
Sub-Saharan Africa,Kenya,Baby Food,Online,C,6/22/15,851971566,7/10/15
Asia,India,Fruits,Offline,L,9/24/16,370393168,10/23/16
Europe,Netherlands,Meat,Offline,C,9/24/15,483353650,10/20/15
Asia,Bhutan,Cereal,Offline,L,2/18/17,878401839,3/26/17
Central America and the Caribbean,Dominican Republic,Fruits,Online,L,7/10/11,863399064,8/29/11
Europe,Poland,Vegetables,Online,M,1/17/17,716519153,3/3/17
Sub-Saharan Africa,Guinea,Cosmetics,Offline,H,1/24/15,336248433,2/7/15
Asia,Laos,Beverages,Online,L,6/29/14,591385734,8/7/14
Sub-Saharan Africa,Lesotho,Office Supplies,Offline,L,3/5/10,171042382,3/15/10
Sub-Saharan Africa,Ethiopia,Clothes,Offline,M,12/13/16,534642207,12/24/16
Sub-Saharan Africa,Burundi,Vegetables,Offline,C,11/10/12,961921536,12/17/12
Sub-Saharan Africa,Cameroon,Cosmetics,Online,C,1/31/11,802929198,2/20/11
Sub-Saharan Africa,Guinea,Clothes,Online,C,9/21/10,828026521,9/29/10
Europe,Bulgaria,Household,Offline,C,9/25/15,977887332,10/31/15
Central America and the Caribbean,El Salvador,Vegetables,Online,L,12/25/15,813497960,12/25/15
Europe,Austria,Cosmetics,Offline,C,10/8/13,866157233,11/17/13
Australia and Oceania,New Zealand,Office Supplies,Offline,L,6/16/12,387476480,6/18/12
North America,United States of America,Office Supplies,Offline,C,9/6/12,499379527,10/3/12
Sub-Saharan Africa,Zambia,Cosmetics,Offline,M,2/24/16,144102704,3/9/16
Middle East and North Africa,Yemen,Baby Food,Offline,H,4/9/14,134194839,4/12/14
Sub-Saharan Africa,Gabon,Personal Care,Offline,L,8/31/14,902517259,10/20/14
Sub-Saharan Africa,South Africa,Cosmetics,Online,M,8/30/14,252243793,10/11/14
Asia,Indonesia,Fruits,Online,C,8/25/12,106860768,9/28/12
Asia,Indonesia,Beverages,Offline,H,11/15/11,660167014,12/6/11
Central America and the Caribbean,Antigua and Barbuda ,Personal Care,Online,H,8/21/16,826273858,8/28/16
Sub-Saharan Africa,Burkina Faso,Cereal,Offline,M,5/22/13,489605128,6/29/13
Europe,Hungary,Clothes,Online,M,5/6/12,954897153,5/26/12
Australia and Oceania,Tonga,Cosmetics,Offline,L,6/10/13,897198760,7/29/13
Sub-Saharan Africa,Kenya,Personal Care,Offline,H,2/4/10,411871278,3/11/10
Europe,Ireland,Meat,Offline,H,9/23/15,564588534,10/17/15
Europe,Denmark,Snacks,Offline,L,7/13/14,241336858,8/10/14
North America,Mexico,Baby Food,Online,L,9/10/10,198415076,10/25/10
Sub-Saharan Africa,Mozambique,Snacks,Online,L,1/16/17,812434518,2/23/17
Europe,Italy,Meat,Offline,M,5/24/13,730319011,5/31/13
Europe,Croatia,Clothes,Offline,H,12/2/10,919304883,12/18/10
Asia,Philippines,Personal Care,Offline,M,6/28/10,616940963,7/15/10
Asia,Singapore,Meat,Offline,L,1/20/14,481088578,2/15/14
Asia,Philippines,Office Supplies,Offline,M,4/2/13,339921557,5/18/13
Sub-Saharan Africa,Equatorial Guinea,Clothes,Offline,L,12/12/15,541926229,1/25/16
Asia,Laos,Cereal,Online,C,2/15/12,605901420,3/10/12
Asia,Cambodia,Snacks,Offline,H,7/24/15,570958459,7/30/15
Australia and Oceania,East Timor,Office Supplies,Online,C,8/4/14,546521174,9/21/14
Australia and Oceania,Vanuatu,Baby Food,Offline,M,10/3/13,262325894,10/20/13
Sub-Saharan Africa,Sao Tome and Principe,Snacks,Offline,C,11/19/14,418421447,12/12/14
Australia and Oceania,Solomon Islands,Baby Food,Online,H,4/14/13,435169160,5/21/13
Europe,Albania,Clothes,Online,M,9/12/16,703242862,10/2/16
Europe,Sweden,Household,Offline,C,3/20/11,333628880,5/3/11
Sub-Saharan Africa,Senegal,Baby Food,Offline,C,6/27/10,307626044,7/18/10
Europe,Italy,Vegetables,Online,C,2/1/14,326845681,2/27/14
North America,Mexico,Personal Care,Offline,M,4/19/11,163211619,5/10/11
Sub-Saharan Africa,Benin,Cosmetics,Offline,L,3/8/15,108960187,4/10/15
Europe,Slovenia,Snacks,Offline,M,5/14/13,526640212,6/10/13
Central America and the Caribbean,Saint Vincent and the Grenadines,Baby Food,Offline,M,4/4/17,499113023,5/4/17
Asia,Vietnam,Cosmetics,Offline,M,10/26/12,979552447,11/3/12
Sub-Saharan Africa,Sudan,Meat,Offline,L,5/18/17,741444814,6/29/17
Middle East and North Africa,Bahrain,Meat,Offline,C,3/31/15,428588950,5/18/15
Middle East and North Africa,Iran,Cosmetics,Online,M,7/6/14,305096185,7/13/14
Europe,Slovakia,Household,Online,C,12/24/12,705390346,2/2/13
Central America and the Caribbean,Belize,Baby Food,Offline,C,2/2/17,684207761,3/2/17
Europe,Andorra,Fruits,Online,H,5/29/15,266597259,7/11/15
Europe,Hungary,Cereal,Offline,H,9/18/12,897920167,10/4/12
Australia and Oceania,Samoa ,Office Supplies,Online,L,1/28/11,493850314,2/21/11
Asia,Thailand,Beverages,Online,H,8/10/13,190374028,9/29/13
Middle East and North Africa,Somalia,Fruits,Offline,H,2/23/13,293790137,3/12/13
Central America and the Caribbean,Panama,Beverages,Offline,L,2/28/11,730709969,3/15/11
Asia,Brunei,Personal Care,Offline,C,12/18/13,598057353,1/4/14
Australia and Oceania,New Zealand,Vegetables,Online,C,10/18/13,413068616,11/1/13
Europe,Poland,Snacks,Online,H,4/30/15,763292586,6/1/15
Europe,Italy,Baby Food,Offline,C,9/13/16,956590592,9/23/16
Asia,Bhutan,Vegetables,Online,H,5/12/13,371136462,6/10/13
Europe,Russia,Personal Care,Online,L,12/11/16,705416524,1/10/17
Europe,Denmark,Cereal,Offline,H,8/29/13,128229606,10/10/13
Asia,China,Meat,Offline,C,6/29/13,928687036,7/9/13
Europe,Greece,Beverages,Online,M,2/19/16,966212642,3/6/16
Asia,Maldives,Beverages,Online,C,10/9/14,420542752,10/12/14
Europe,Andorra,Vegetables,Offline,C,1/6/15,441726195,1/13/15
Australia and Oceania,Nauru,Household,Online,C,12/19/15,900124299,1/11/16
Europe,Slovenia,Personal Care,Online,L,12/31/13,836410892,2/5/14
Middle East and North Africa,Israel,Office Supplies,Offline,M,2/20/14,711572301,4/6/14
Sub-Saharan Africa,Cape Verde,Household,Online,L,2/8/11,156907355,3/15/11
Central America and the Caribbean,Cuba,Personal Care,Online,L,11/1/15,224027383,11/7/15
Sub-Saharan Africa,Madagascar,Meat,Online,C,10/26/13,234856212,12/13/13
Middle East and North Africa,Jordan,Office Supplies,Online,M,5/3/14,931630170,5/12/14
Australia and Oceania,Tonga,Meat,Online,L,5/14/16,426898086,6/15/16
Europe,Croatia,Household,Offline,H,5/23/12,953521287,6/9/12
Sub-Saharan Africa,Burundi,Beverages,Offline,H,11/18/14,314673602,11/25/14
Europe,Sweden,Baby Food,Offline,C,8/26/14,433841359,9/1/14
Central America and the Caribbean,Barbados,Snacks,Online,M,12/12/14,604823386,12/18/14
Central America and the Caribbean,The Bahamas,Baby Food,Offline,C,7/2/12,641731011,7/17/12
Central America and the Caribbean,The Bahamas,Cereal,Offline,M,6/23/16,428988063,7/17/16
North America,Canada,Personal Care,Offline,L,5/18/14,371330869,7/1/14
Sub-Saharan Africa,Nigeria,Cereal,Online,M,9/15/13,943808257,10/2/13
Sub-Saharan Africa,Cote d'Ivoire,Clothes,Online,M,6/16/15,441781556,6/22/15
Sub-Saharan Africa,Namibia,Cosmetics,Offline,C,4/30/10,830924594,5/6/10
Sub-Saharan Africa,Burundi,Fruits,Online,C,10/21/12,997223699,11/18/12
Middle East and North Africa,Libya,Vegetables,Online,M,12/7/11,796977698,12/29/11
Middle East and North Africa,Morocco,Vegetables,Offline,C,12/18/12,606797921,2/5/13
Sub-Saharan Africa,Togo,Office Supplies,Offline,M,11/11/10,873608195,11/21/10
Europe,Greece,Fruits,Online,L,10/17/16,764644849,11/5/16
Asia,Mongolia,Snacks,Offline,L,6/29/16,417456710,7/26/16
Europe,Monaco,Snacks,Offline,M,11/25/11,489905107,11/26/11
Middle East and North Africa,Iraq,Baby Food,Offline,C,5/17/17,810163867,6/30/17
Australia and Oceania,Samoa ,Clothes,Offline,H,6/29/10,826719319,7/21/10
Sub-Saharan Africa,Sierra Leone,Snacks,Offline,C,7/13/11,958370292,8/24/11
Sub-Saharan Africa,Liberia,Meat,Offline,C,7/18/11,344228112,8/8/11
Asia,Malaysia,Cosmetics,Offline,C,1/4/14,893716609,1/20/14
Australia and Oceania,East Timor,Cereal,Online,C,11/28/15,536572110,1/15/16
Australia and Oceania,Papua New Guinea,Personal Care,Offline,L,6/24/11,872843444,7/18/11
Sub-Saharan Africa,Cameroon,Meat,Offline,L,3/11/11,422891938,3/27/11
Australia and Oceania,Solomon Islands,Cosmetics,Offline,C,3/16/15,477391421,4/19/15
Central America and the Caribbean,Jamaica,Office Supplies,Offline,M,3/7/17,147328221,3/8/17
Sub-Saharan Africa,Liberia,Cosmetics,Online,M,8/19/15,414001166,9/18/15
North America,Greenland,Cosmetics,Offline,M,2/16/10,979021584,4/1/10
Europe,Cyprus,Fruits,Offline,H,9/2/12,714313304,9/7/12
Europe,San Marino,Beverages,Online,L,8/9/13,812112653,9/21/13
Sub-Saharan Africa,Eritrea,Beverages,Online,M,9/14/15,734968459,10/2/15
Sub-Saharan Africa,Eritrea,Personal Care,Offline,M,3/22/15,465742051,4/3/15
Europe,Slovakia,Meat,Online,L,4/10/13,957607257,5/19/13
Sub-Saharan Africa,Swaziland,Snacks,Online,M,1/17/12,984050405,2/14/12
Middle East and North Africa,Saudi Arabia,Baby Food,Online,C,12/25/10,288870322,2/11/11
Sub-Saharan Africa,Comoros,Cereal,Offline,L,8/12/10,936178338,9/10/10
Sub-Saharan Africa,Togo,Fruits,Offline,L,4/22/16,560398280,6/2/16
Middle East and North Africa,United Arab Emirates,Office Supplies,Online,C,10/14/11,916266477,10/30/11
Sub-Saharan Africa,Angola,Clothes,Offline,M,11/28/15,228831756,12/23/15
Sub-Saharan Africa,Rwanda,Snacks,Online,C,9/27/10,843455445,9/29/10
Australia and Oceania,Nauru,Household,Offline,C,6/26/13,675811374,7/16/13
Asia,Bhutan,Beverages,Online,C,2/13/12,861885869,2/27/12
Europe,Montenegro,Cosmetics,Offline,M,8/16/14,807977759,8/24/14
Central America and the Caribbean,Antigua and Barbuda ,Baby Food,Online,M,11/22/14,440698373,1/1/15
Asia,South Korea,Baby Food,Offline,M,9/1/11,656971538,10/5/11
North America,Canada,Office Supplies,Offline,C,5/3/12,174033582,6/3/12
Australia and Oceania,Papua New Guinea,Household,Offline,C,12/28/13,479433333,1/2/14
Middle East and North Africa,Syria,Beverages,Online,M,10/14/14,881032121,12/3/14
Central America and the Caribbean,Honduras,Meat,Offline,M,2/24/10,757003772,4/6/10
Middle East and North Africa,Somalia,Fruits,Online,L,9/24/11,905834615,10/17/11
Sub-Saharan Africa,Benin,Office Supplies,Offline,C,4/21/13,396323478,5/15/13
Europe,Cyprus,Clothes,Offline,M,4/14/17,617581689,5/23/17
Asia,Japan,Fruits,Offline,C,10/17/15,329033076,12/5/15
North America,Greenland,Personal Care,Offline,H,2/27/17,610413968,4/17/17
Australia and Oceania,East Timor,Personal Care,Offline,H,11/6/11,811773192,11/28/11
Middle East and North Africa,Jordan,Household,Online,C,2/8/14,803472077,2/23/14
Sub-Saharan Africa,Equatorial Guinea,Household,Offline,C,9/27/12,526184451,10/11/12
Sub-Saharan Africa,Niger,Household,Offline,L,10/7/12,440896642,10/23/12
Middle East and North Africa,Algeria,Office Supplies,Offline,C,6/27/16,178907477,7/4/16
Middle East and North Africa,United Arab Emirates,Baby Food,Online,C,2/10/12,791828286,3/19/12
Asia,Singapore,Clothes,Offline,H,6/6/15,701582896,7/22/15
North America,Canada,Clothes,Offline,C,12/29/12,650407636,1/31/13
Sub-Saharan Africa,Guinea,Cosmetics,Online,H,5/14/11,550851333,6/21/11
Australia and Oceania,Kiribati,Snacks,Offline,H,8/5/10,835775315,8/18/10
Central America and the Caribbean,The Bahamas,Beverages,Offline,H,7/29/15,208353412,7/30/15
Asia,Indonesia,Baby Food,Online,H,2/15/17,592071950,2/21/17
Middle East and North Africa,Bahrain,Baby Food,Offline,C,12/3/10,380729758,12/24/10
Central America and the Caribbean,Jamaica,Meat,Online,L,5/30/16,288438165,5/30/16
Europe,Spain,Fruits,Online,L,6/19/12,199620997,7/29/12
Sub-Saharan Africa,The Gambia,Personal Care,Offline,M,11/18/16,519014585,1/3/17
Sub-Saharan Africa,Gabon,Cosmetics,Offline,M,6/11/14,821667754,6/25/14
Sub-Saharan Africa,Djibouti,Cosmetics,Online,C,9/18/13,302941834,9/23/13
Europe,Estonia,Baby Food,Online,L,12/21/12,928510653,1/6/13
Asia,Philippines,Snacks,Offline,M,7/21/11,684360539,7/28/11
Australia and Oceania,Kiribati,Snacks,Online,M,8/24/13,326790320,9/20/13
Sub-Saharan Africa,Angola,Baby Food,Online,M,12/7/16,232411324,1/14/17
Europe,San Marino,Office Supplies,Offline,M,5/18/16,848147380,6/28/16
Europe,Russia,Beverages,Online,L,7/29/15,441234815,9/17/15
Asia,Thailand,Vegetables,Online,H,5/25/15,949222457,6/9/15
Sub-Saharan Africa,Mozambique,Vegetables,Offline,L,3/21/10,329971635,3/25/10
Europe,Cyprus,Clothes,Online,C,5/27/14,211656177,6/16/14
Europe,Albania,Baby Food,Offline,L,1/31/13,942762410,3/2/13
Sub-Saharan Africa,Cote d'Ivoire,Clothes,Online,M,5/30/11,242089164,7/7/11
Central America and the Caribbean,Jamaica,Vegetables,Online,H,7/28/15,848747766,8/10/15
Europe,Andorra,Cosmetics,Offline,C,11/27/13,172162044,12/10/13
Sub-Saharan Africa,Zimbabwe,Office Supplies,Online,C,12/16/10,642068326,12/22/10
Middle East and North Africa,Afghanistan,Office Supplies,Offline,M,2/14/16,258515441,2/16/16
Europe,Portugal,Cosmetics,Offline,L,2/20/17,241864717,3/14/17
Sub-Saharan Africa,The Gambia,Snacks,Offline,L,3/7/14,982789981,4/2/14
Sub-Saharan Africa,Mali,Fruits,Online,H,1/18/16,692277562,2/25/16
Sub-Saharan Africa,Lesotho,Meat,Online,H,9/4/13,351626288,9/21/13
Sub-Saharan Africa,Gabon,Cosmetics,Offline,M,3/19/14,562447488,4/28/14
Middle East and North Africa,Azerbaijan,Cereal,Online,H,7/8/14,196664988,7/26/14
Europe,France,Beverages,Offline,L,7/2/12,446515119,8/1/12
Asia,South Korea,Cosmetics,Online,L,12/8/10,774546706,1/16/11
Sub-Saharan Africa,Togo,Office Supplies,Online,C,8/28/13,263621079,9/19/13
Sub-Saharan Africa,Togo,Cereal,Offline,M,3/16/14,766912066,5/2/14
Australia and Oceania,Nauru,Office Supplies,Offline,M,10/3/14,157905995,11/15/14
Europe,Germany,Clothes,Offline,H,10/7/14,880401694,11/2/14
Europe,Bulgaria,Fruits,Online,H,10/4/14,498510491,11/2/14
Europe,Hungary,Baby Food,Online,L,7/13/12,246656215,8/2/12
Asia,Cambodia,Cereal,Online,H,7/11/14,979575192,8/12/14
Asia,Singapore,Office Supplies,Offline,H,11/18/16,922316253,12/24/16
Europe,Italy,Clothes,Online,H,10/22/16,620240724,11/7/16
Australia and Oceania,Tuvalu,Cosmetics,Online,M,5/13/16,689022433,6/27/16
Australia and Oceania,New Zealand,Cereal,Offline,H,2/7/11,464647710,2/14/11
Sub-Saharan Africa,Central African Republic,Vegetables,Offline,H,7/28/16,253415381,8/24/16
North America,Greenland,Vegetables,Offline,L,7/11/11,881936776,8/23/11
Middle East and North Africa,Bahrain,Household,Online,M,6/2/17,547135722,7/1/17
Middle East and North Africa,Egypt,Household,Online,M,5/9/11,666248548,6/3/11
North America,United States of America,Clothes,Offline,H,2/17/13,926824080,2/24/13
Middle East and North Africa,Egypt,Cereal,Offline,H,5/4/13,636723649,5/20/13
Europe,Austria,Snacks,Offline,H,12/26/14,974121081,1/27/15
Asia,Malaysia,Cereal,Offline,C,7/24/14,937502706,9/6/14
Asia,South Korea,Beverages,Online,C,6/2/13,495667350,7/6/13
Sub-Saharan Africa,Cameroon,Cosmetics,Offline,M,12/22/13,137726342,2/6/14
Sub-Saharan Africa,Kenya,Snacks,Online,L,12/4/15,423103511,12/13/15
Asia,Kyrgyzstan,Meat,Online,C,6/11/12,631535184,7/2/12
Central America and the Caribbean,Panama,Cereal,Online,L,9/22/16,113070189,10/7/16
Europe,Spain,Baby Food,Online,M,9/20/12,538069856,10/27/12
Asia,Japan,Beverages,Online,M,12/15/11,947208011,1/4/12
North America,United States of America,Cosmetics,Online,H,11/14/11,901470983,11/30/11
Sub-Saharan Africa,Burundi,Vegetables,Online,M,10/8/14,932157599,10/16/14
Asia,Bhutan,Personal Care,Online,M,6/8/16,290879189,7/26/16
Europe,San Marino,Fruits,Online,C,7/5/17,999559581,7/28/17
Australia and Oceania,Kiribati,Vegetables,Online,L,2/16/12,200435101,3/21/12
Central America and the Caribbean,Guatemala,Baby Food,Online,H,5/30/14,506054580,6/21/14
Central America and the Caribbean,Jamaica,Fruits,Offline,H,11/2/16,549279344,12/10/16
Europe,Spain,Cereal,Online,L,9/27/16,833283221,10/21/16
Central America and the Caribbean,Panama,Cereal,Offline,C,7/2/12,581552541,8/6/12
Sub-Saharan Africa,Mozambique,Vegetables,Offline,C,12/10/14,887886130,12/23/14
Sub-Saharan Africa,Gabon,Fruits,Online,C,3/22/13,666395318,4/5/13
Europe,Sweden,Personal Care,Online,H,7/2/16,701503932,8/3/16
Asia,Kazakhstan,Snacks,Online,H,4/15/12,497948300,5/10/12
Sub-Saharan Africa,Cote d'Ivoire,Office Supplies,Online,C,8/27/15,530777251,10/6/15
Sub-Saharan Africa,Malawi,Clothes,Offline,L,6/12/12,895352113,7/16/12
Sub-Saharan Africa,Zambia,Cereal,Offline,H,2/3/16,857346713,2/7/16
Central America and the Caribbean,Cuba,Personal Care,Online,H,10/10/10,202747380,10/24/10
Sub-Saharan Africa,Djibouti,Personal Care,Online,C,11/1/15,587852942,11/11/15
Middle East and North Africa,Iran,Beverages,Offline,M,10/21/13,589274728,10/26/13
Asia,Taiwan,Clothes,Offline,C,10/17/14,653936564,12/6/14
Central America and the Caribbean,Saint Kitts and Nevis ,Clothes,Offline,L,10/28/14,849074780,11/4/14
Middle East and North Africa,Saudi Arabia,Baby Food,Online,C,10/9/14,412238204,11/10/14
Europe,Andorra,Cereal,Offline,H,7/31/16,901288163,9/5/16
Europe,Vatican City,Clothes,Offline,H,11/25/11,344398486,12/20/11
Central America and the Caribbean,Panama,Office Supplies,Offline,L,2/25/16,890055501,3/11/16
Central America and the Caribbean,Trinidad and Tobago,Beverages,Offline,H,10/6/11,257058036,10/18/11
Europe,Ukraine,Vegetables,Online,C,7/1/12,284517419,8/4/12
North America,United States of America,Vegetables,Online,M,4/10/14,181857478,5/18/14
Australia and Oceania,Papua New Guinea,Beverages,Offline,H,1/19/14,578814542,3/4/14
Europe,Italy,Meat,Offline,L,8/30/13,375437438,9/8/13
Europe,Belgium,Baby Food,Online,L,12/28/15,792087495,1/4/16
Central America and the Caribbean,Dominican Republic,Clothes,Online,L,8/18/13,419438540,10/4/13
Asia,North Korea,Vegetables,Offline,M,5/21/15,168476903,5/22/15
Sub-Saharan Africa,Rwanda,Baby Food,Offline,M,3/11/12,120501410,4/12/12
Asia,India,Vegetables,Online,L,3/15/11,877123391,3/28/11
Asia,Kyrgyzstan,Cosmetics,Offline,M,11/1/16,410266673,11/10/16
Europe,Austria,Baby Food,Online,H,11/14/11,812167584,12/30/11
Europe,Moldova ,Household,Online,M,3/21/14,645374953,4/27/14
Asia,Tajikistan,Office Supplies,Online,L,7/26/12,792750108,8/5/12
Europe,Greece,Snacks,Online,M,8/10/15,407466876,9/13/15
Asia,Maldives,Cereal,Offline,L,5/14/10,963011586,6/18/10
Central America and the Caribbean,Antigua and Barbuda ,Household,Online,L,6/14/11,403183066,7/16/11
Australia and Oceania,Papua New Guinea,Personal Care,Online,H,10/22/11,792092645,10/28/11
Sub-Saharan Africa,Zambia,Baby Food,Online,C,10/21/16,664164149,11/17/16
Sub-Saharan Africa,Niger,Snacks,Online,L,3/2/10,874133908,3/28/10
Central America and the Caribbean,Haiti,Fruits,Online,H,10/3/10,547050750,10/28/10
Australia and Oceania,Tonga,Beverages,Offline,L,10/12/15,228276002,10/20/15
Asia,Nepal,Snacks,Online,M,2/23/12,533483493,4/10/12
Australia and Oceania,Palau,Office Supplies,Offline,L,7/24/10,798659551,8/21/10
Asia,China,Household,Offline,H,6/4/11,430103003,6/28/11
Central America and the Caribbean,Cuba,Snacks,Online,M,3/15/16,254425179,4/8/16
Europe,Denmark,Meat,Offline,M,1/26/16,268549907,1/28/16
Sub-Saharan Africa,South Africa,Cosmetics,Offline,H,11/3/10,989713513,12/21/10
Middle East and North Africa,Jordan,Baby Food,Offline,L,9/29/12,305464828,11/6/12
Middle East and North Africa,Algeria,Vegetables,Offline,M,5/15/12,223665177,5/27/12
Asia,China,Office Supplies,Online,C,9/19/12,122488391,9/19/12
Australia and Oceania,Palau,Cereal,Offline,L,4/16/10,800420796,5/30/10
Europe,Ukraine,Household,Offline,M,1/3/14,426261222,1/25/14
Asia,Sri Lanka,Snacks,Offline,L,2/21/11,389120995,3/23/11
Central America and the Caribbean,Cuba,Personal Care,Offline,L,7/11/16,348423945,8/29/16
