Region,Country,Item Type,Sales Channel,Order Priority,Order Date
Middle East and North Africa,Qatar,Cosmetics,Offline,H,12/14/10
Middle East and North Africa,Bahrain,Baby Food,Online,H,5/20/16
Australia and Oceania,Solomon Islands,Baby Food,Online,M,3/23/15
Central America and the Caribbean,Dominica,Vegetables,Online,L,8/30/11
Sub-Saharan Africa,Madagascar,Baby Food,Online,M,12/12/10
Sub-Saharan Africa,Mauritius ,Baby Food,Online,C,8/15/15
Sub-Saharan Africa,Equatorial Guinea,Fruits,Offline,H,2/15/14
Asia,Indonesia,Personal Care,Offline,H,12/2/14
Asia,Nepal,Household,Online,C,5/13/12
Sub-Saharan Africa,Botswana,Vegetables,Online,C,4/4/13
Europe,Malta,Baby Food,Online,H,4/23/10
Europe,Latvia,Vegetables,Offline,C,3/24/16
Europe,Vatican City,Personal Care,Offline,M,6/30/14
Asia,Vietnam,Fruits,Offline,H,3/1/16
Europe,Poland,Personal Care,Online,H,8/20/10
Asia,Maldives,Clothes,Online,C,11/16/14
Europe,Sweden,Snacks,Online,C,8/16/16
Central America and the Caribbean,Nicaragua,Baby Food,Offline,L,1/21/16
Middle East and North Africa,Saudi Arabia,Cereal,Online,M,5/24/14
Europe,San Marino,Cereal,Offline,H,2/24/10
Europe,Monaco,Clothes,Online,L,6/23/10
North America,United States of America,Clothes,Online,M,3/21/12
Middle East and North Africa,Bahrain,Snacks,Online,M,4/21/13
Asia,Brunei,Personal Care,Offline,L,6/29/16
Sub-Saharan Africa,Republic of the Congo,Office Supplies,Offline,L,6/25/10
Europe,Belarus,Snacks,Offline,M,7/11/11
Central America and the Caribbean,Saint Vincent and the Grenadines,Baby Food,Online,H,3/24/14
Asia,Maldives,Office Supplies,Online,M,6/22/10
Sub-Saharan Africa,Ghana,Cereal,Offline,L,12/6/15
Europe,Armenia,Fruits,Offline,L,4/3/13
Asia,Singapore,Snacks,Offline,M,6/14/16
Asia,Mongolia,Snacks,Offline,M,2/5/14
Australia and Oceania,Samoa ,Cereal,Offline,C,12/20/10
Sub-Saharan Africa,Zimbabwe,Office Supplies,Offline,H,9/13/16
Australia and Oceania,East Timor,Meat,Offline,L,9/13/11
Europe,Montenegro,Cereal,Offline,C,7/6/11
Sub-Saharan Africa,Ghana,Meat,Online,H,1/12/10
Central America and the Caribbean,El Salvador,Meat,Online,H,8/1/13
North America,Canada,Fruits,Offline,M,5/27/14
Central America and the Caribbean,Antigua and Barbuda ,Vegetables,Online,L,2/24/17
North America,Canada,Household,Online,C,5/30/12
Sub-Saharan Africa,Equatorial Guinea,Household,Offline,L,10/6/10
Europe,Croatia,Vegetables,Online,H,4/12/16
Sub-Saharan Africa,Mozambique,Clothes,Offline,C,2/28/15
Sub-Saharan Africa,Cameroon,Clothes,Online,C,5/25/17
Sub-Saharan Africa,Equatorial Guinea,Fruits,Online,M,2/8/15
Sub-Saharan Africa,Cape Verde,Beverages,Online,M,8/14/16
Sub-Saharan Africa,Angola,Household,Online,L,5/27/12
Central America and the Caribbean,Panama,Beverages,Offline,M,9/13/16
Asia,Brunei,Vegetables,Online,C,10/2/10
Asia,Laos,Fruits,Offline,C,9/18/14
Europe,Romania,Fruits,Offline,C,9/28/15
Sub-Saharan Africa,Lesotho,Office Supplies,Online,H,3/12/17
Australia and Oceania,New Zealand,Cosmetics,Offline,L,2/20/12
Sub-Saharan Africa,Nigeria,Personal Care,Offline,C,6/4/17
Central America and the Caribbean,Trinidad and Tobago,Household,Offline,M,11/21/16
North America,Greenland,Meat,Online,H,8/2/10
Australia and Oceania,Tuvalu,Cereal,Offline,C,12/25/10
Europe,Malta,Baby Food,Online,H,6/20/16
Central America and the Caribbean,Panama,Fruits,Online,L,2/23/15
Europe,Bosnia and Herzegovina,Office Supplies,Offline,C,4/27/11
Europe,Switzerland,Cosmetics,Offline,C,2/23/14
Middle East and North Africa,Pakistan,Snacks,Online,H,2/20/11
Sub-Saharan Africa,Malawi,Cosmetics,Online,M,5/13/17
Europe,Slovakia,Vegetables,Online,C,2/8/11
Australia and Oceania,East Timor,Household,Offline,M,5/8/13
Central America and the Caribbean,Saint Lucia,Vegetables,Online,H,11/12/15
Central America and the Caribbean,Barbados,Personal Care,Offline,C,4/8/15
Europe,Slovenia,Office Supplies,Offline,M,10/23/16
Central America and the Caribbean,Saint Kitts and Nevis ,Snacks,Offline,M,6/15/15
Asia,Nepal,Household,Offline,H,10/18/14
Europe,Denmark,Snacks,Online,C,9/19/15
Sub-Saharan Africa,Equatorial Guinea,Beverages,Offline,M,7/30/12
Asia,Kyrgyzstan,Snacks,Offline,H,3/5/12
Australia and Oceania,Samoa ,Baby Food,Online,H,10/18/14
Europe,Switzerland,Baby Food,Offline,L,6/5/10
Central America and the Caribbean,Haiti,Cosmetics,Online,C,11/4/12
Central America and the Caribbean,Grenada,Baby Food,Offline,L,5/18/10
Sub-Saharan Africa,Cape Verde,Personal Care,Online,M,2/24/15
Europe,Sweden,Office Supplies,Online,H,11/1/13
North America,Canada,Fruits,Offline,H,11/23/16
Central America and the Caribbean,Trinidad and Tobago,Office Supplies,Online,L,12/4/16
Sub-Saharan Africa,Benin,Clothes,Online,M,2/25/15
Sub-Saharan Africa,Cote d'Ivoire,Cosmetics,Offline,H,2/2/10
Sub-Saharan Africa,Togo,Office Supplies,Online,C,6/15/16
Central America and the Caribbean,Saint Kitts and Nevis ,Office Supplies,Online,L,12/17/15
Europe,Armenia,Personal Care,Offline,C,2/3/14
Central America and the Caribbean,Costa Rica,Personal Care,Offline,H,8/15/13
Asia,Tajikistan,Beverages,Offline,M,10/23/10
Australia and Oceania,Nauru,Cereal,Online,M,5/6/14
Australia and Oceania,Palau,Vegetables,Online,M,4/5/11
Europe,Poland,Beverages,Offline,C,2/24/16
Central America and the Caribbean,Guatemala,Baby Food,Online,M,5/25/14
Asia,Bhutan,Snacks,Online,C,5/17/11
Asia,Sri Lanka,Cosmetics,Online,H,7/7/13
Sub-Saharan Africa,Kenya,Fruits,Online,M,12/18/16
Sub-Saharan Africa,Ghana,Snacks,Offline,H,5/12/11
Middle East and North Africa,Lebanon,Household,Offline,H,11/26/13
Asia,Thailand,Office Supplies,Online,C,7/29/12
Australia and Oceania,Nauru,Beverages,Online,C,5/10/15
Australia and Oceania,Tuvalu,Personal Care,Online,L,2/18/16
Australia and Oceania,Nauru,Beverages,Online,M,8/27/13
Europe,Macedonia,Vegetables,Offline,H,4/24/15
Europe,Ireland,Cereal,Offline,H,8/11/10
Sub-Saharan Africa,Chad,Meat,Offline,H,11/10/12
Central America and the Caribbean,Trinidad and Tobago,Snacks,Online,M,6/29/17
Europe,Latvia,Beverages,Offline,L,6/6/13
Europe,Romania,Baby Food,Online,H,3/3/17
Europe,Belgium,Beverages,Offline,H,12/25/15
Sub-Saharan Africa,Cote d'Ivoire,Personal Care,Online,M,2/16/17
Europe,Romania,Personal Care,Online,M,10/19/13
Central America and the Caribbean,Honduras,Beverages,Online,M,8/8/11
Middle East and North Africa,Jordan,Beverages,Offline,H,3/18/17
Central America and the Caribbean,Barbados,Vegetables,Online,M,11/10/11
Asia,India,Meat,Offline,M,9/17/15
Middle East and North Africa,Syria,Beverages,Offline,L,12/1/15
Sub-Saharan Africa,Kenya,Clothes,Online,C,11/2/15
Central America and the Caribbean,Cuba,Office Supplies,Offline,M,2/11/16
Europe,Slovenia,Snacks,Offline,H,11/17/10
Sub-Saharan Africa,Gabon,Vegetables,Offline,L,4/4/14
Europe,San Marino,Household,Offline,L,2/26/11
Middle East and North Africa,Iraq,Baby Food,Offline,L,1/15/14
Europe,Albania,Beverages,Offline,C,9/26/13
North America,Mexico,Vegetables,Offline,C,6/27/13
Sub-Saharan Africa,Burundi,Beverages,Online,M,1/8/10
Sub-Saharan Africa,Ghana,Fruits,Offline,L,7/2/12
Sub-Saharan Africa,The Gambia,Snacks,Offline,M,1/4/16
Asia,China,Cosmetics,Online,H,11/23/12
Sub-Saharan Africa,Mali,Personal Care,Online,C,9/24/11
Sub-Saharan Africa,Ethiopia,Meat,Online,C,10/15/10
Europe,Iceland,Snacks,Offline,H,12/23/16
Central America and the Caribbean,Guatemala,Cereal,Online,M,10/10/11
Middle East and North Africa,Turkey,Baby Food,Offline,M,7/28/15
Europe,Vatican City,Snacks,Offline,H,10/6/15
Europe,Switzerland,Fruits,Offline,M,12/10/15
Sub-Saharan Africa,Cameroon,Fruits,Offline,C,12/25/16
Europe,Montenegro,Office Supplies,Online,H,4/6/13
Europe,Ukraine,Personal Care,Online,L,7/26/11
Central America and the Caribbean,Dominica,Cosmetics,Offline,M,3/7/12
Sub-Saharan Africa,Cameroon,Snacks,Online,L,9/2/12
Sub-Saharan Africa,Gabon,Beverages,Offline,L,8/31/11
Asia,Tajikistan,Beverages,Offline,H,8/21/12
Australia and Oceania,Vanuatu,Snacks,Online,C,7/26/12
Australia and Oceania,Vanuatu,Cosmetics,Offline,L,4/9/13
Central America and the Caribbean,Honduras,Snacks,Online,M,1/25/10
Sub-Saharan Africa,Eritrea,Baby Food,Offline,H,9/11/10
Middle East and North Africa,Azerbaijan,Personal Care,Offline,C,5/20/16
Asia,Indonesia,Office Supplies,Offline,L,7/2/10
Europe,Moldova ,Office Supplies,Online,M,5/3/15
Sub-Saharan Africa,Liberia,Cosmetics,Online,H,8/7/12
Europe,Russia,Office Supplies,Online,L,5/10/15
Middle East and North Africa,Kuwait,Snacks,Offline,H,3/23/11
Central America and the Caribbean,Dominican Republic,Household,Offline,M,8/13/11
Sub-Saharan Africa,Botswana,Personal Care,Online,L,1/25/10
Europe,Finland,Clothes,Online,C,5/2/16
Sub-Saharan Africa,Tanzania,Personal Care,Offline,L,9/23/14
Europe,United Kingdom,Cereal,Offline,L,5/3/13
Sub-Saharan Africa,Liberia,Meat,Online,M,7/15/17
Middle East and North Africa,Iraq,Clothes,Offline,C,1/18/11
North America,Greenland,Beverages,Offline,L,9/24/12
Central America and the Caribbean,Honduras,Household,Offline,C,3/22/12
Central America and the Caribbean,Antigua and Barbuda ,Cereal,Offline,M,7/31/11
Europe,Italy,Personal Care,Offline,L,12/5/13
Europe,Vatican City,Baby Food,Offline,H,2/5/12
Europe,Austria,Snacks,Online,L,2/17/15
Europe,Hungary,Meat,Online,L,3/14/14
Europe,Hungary,Meat,Online,H,9/9/16
Middle East and North Africa,Yemen,Cosmetics,Offline,L,2/13/12
Australia and Oceania,Kiribati,Personal Care,Offline,M,10/13/13
Central America and the Caribbean,Saint Lucia,Cereal,Online,L,2/13/17
North America,Greenland,Clothes,Online,M,1/20/11
Middle East and North Africa,Egypt,Meat,Offline,C,1/30/12
Australia and Oceania,Samoa ,Fruits,Offline,L,1/15/15
Sub-Saharan Africa,Kenya,Cereal,Offline,C,1/20/12
Europe,Belgium,Office Supplies,Offline,L,6/15/11
Central America and the Caribbean,Saint Kitts and Nevis ,Vegetables,Online,M,4/10/11
Sub-Saharan Africa,Mali,Cereal,Online,H,8/14/10
Middle East and North Africa,Israel,Meat,Offline,L,6/9/13
Asia,South Korea,Beverages,Offline,L,3/6/17
Asia,Mongolia,Clothes,Online,L,7/25/16
Sub-Saharan Africa,Nigeria,Fruits,Online,H,12/15/14
Middle East and North Africa,Yemen,Snacks,Offline,L,12/27/12
Middle East and North Africa,Morocco,Vegetables,Online,M,5/17/12
Sub-Saharan Africa,Uganda,Cosmetics,Online,H,2/4/12
Europe,San Marino,Baby Food,Offline,M,3/11/12
Europe,Moldova ,Cereal,Offline,M,7/28/17
Middle East and North Africa,Iraq,Baby Food,Online,H,6/25/11
Europe,Ukraine,Personal Care,Online,M,4/19/12
Asia,Thailand,Personal Care,Online,H,10/8/16
Asia,Mongolia,Personal Care,Offline,C,5/2/11
Europe,Germany,Baby Food,Online,C,10/12/13
Europe,Croatia,Office Supplies,Offline,H,6/21/16
Middle East and North Africa,Jordan,Cereal,Offline,H,10/30/12
Central America and the Caribbean,Nicaragua,Office Supplies,Online,L,4/10/16
Middle East and North Africa,Bahrain,Personal Care,Offline,M,12/29/10
Sub-Saharan Africa,Comoros,Clothes,Online,M,4/29/16
Asia,Mongolia,Snacks,Online,C,10/22/14
Europe,San Marino,Baby Food,Online,H,7/17/16
Australia and Oceania,Vanuatu,Baby Food,Online,H,7/23/17
Asia,Sri Lanka,Snacks,Online,M,2/26/11
Middle East and North Africa,Lebanon,Cereal,Online,H,6/3/14
Asia,Indonesia,Meat,Offline,M,6/7/11
Middle East and North Africa,United Arab Emirates,Meat,Offline,C,1/16/10
Australia and Oceania,Australia,Beverages,Offline,C,5/23/15
Australia and Oceania,Palau,Beverages,Offline,C,12/17/10
Sub-Saharan Africa,Chad,Baby Food,Offline,H,5/17/15
Europe,Greece,Vegetables,Online,L,6/16/10
Central America and the Caribbean,Antigua and Barbuda ,Cosmetics,Offline,M,3/7/13
Sub-Saharan Africa,Ghana,Household,Offline,H,4/15/11
Sub-Saharan Africa,Tanzania,Snacks,Online,C,7/6/12
Sub-Saharan Africa,Republic of the Congo,Personal Care,Offline,L,7/8/10
Europe,Liechtenstein,Beverages,Online,M,5/21/11
Asia,Cambodia,Meat,Offline,H,9/10/14
Asia,Bhutan,Cosmetics,Online,H,4/14/17
Sub-Saharan Africa,Democratic Republic of the Congo,Personal Care,Offline,L,2/2/17
Sub-Saharan Africa,Sudan,Fruits,Offline,H,11/14/16
Asia,Thailand,Household,Offline,L,11/21/12
Europe,Poland,Vegetables,Online,H,11/2/13
Sub-Saharan Africa,Kenya,Office Supplies,Online,L,4/25/14
Europe,Latvia,Office Supplies,Online,C,10/11/13
Europe,Slovenia,Vegetables,Online,C,10/1/12
Central America and the Caribbean,Saint Kitts and Nevis ,Office Supplies,Offline,H,8/8/16
Europe,Bulgaria,Meat,Offline,H,8/18/16
Europe,Germany,Household,Online,M,7/18/16
North America,Canada,Clothes,Offline,C,7/23/13
Australia and Oceania,Papua New Guinea,Household,Offline,C,4/20/17
Sub-Saharan Africa,Comoros,Beverages,Offline,L,10/2/15
Middle East and North Africa,Azerbaijan,Fruits,Offline,L,11/20/16
Central America and the Caribbean,Saint Kitts and Nevis ,Cosmetics,Online,L,8/9/14
Sub-Saharan Africa,Sao Tome and Principe,Vegetables,Offline,M,3/21/15
Europe,Italy,Beverages,Offline,M,12/21/10
Middle East and North Africa,Oman,Vegetables,Online,L,2/4/14
Middle East and North Africa,Saudi Arabia,Snacks,Offline,H,3/6/15
Sub-Saharan Africa,Cape Verde,Personal Care,Offline,C,3/21/17
Sub-Saharan Africa,Eritrea,Household,Online,L,9/21/16
Australia and Oceania,Marshall Islands,Cosmetics,Offline,C,1/13/15
Sub-Saharan Africa,Republic of the Congo,Snacks,Online,M,7/28/14
Sub-Saharan Africa,Tanzania,Clothes,Offline,M,1/9/15
Middle East and North Africa,Kuwait,Meat,Offline,H,2/24/17
Sub-Saharan Africa,Cote d'Ivoire,Beverages,Online,C,6/3/11
Europe,Slovakia,Meat,Online,L,1/27/12
Sub-Saharan Africa,Sierra Leone,Beverages,Online,C,6/29/15
Asia,Vietnam,Meat,Offline,C,7/20/11
Australia and Oceania,Tonga,Snacks,Online,C,2/10/10
Australia and Oceania,New Zealand,Baby Food,Online,M,7/18/14
Asia,Brunei,Office Supplies,Offline,M,5/5/10
Australia and Oceania,Tuvalu,Baby Food,Online,H,5/7/14
Asia,Thailand,Cosmetics,Online,H,5/28/10
North America,Greenland,Personal Care,Online,M,9/15/13
Sub-Saharan Africa,Eritrea,Vegetables,Offline,L,1/3/14
Middle East and North Africa,Afghanistan,Fruits,Offline,L,4/8/17
North America,United States of America,Cereal,Offline,H,8/3/11
Central America and the Caribbean,Nicaragua,Office Supplies,Offline,H,6/2/16
Europe,Portugal,Baby Food,Online,H,8/20/10
Asia,China,Vegetables,Online,L,1/10/12
Sub-Saharan Africa,Benin,Snacks,Online,M,12/12/12
Central America and the Caribbean,Panama,Clothes,Offline,C,5/27/14
Central America and the Caribbean,Costa Rica,Household,Online,C,8/29/14
Asia,Cambodia,Meat,Offline,H,1/20/13
Sub-Saharan Africa,South Sudan,Personal Care,Offline,L,10/12/13
Australia and Oceania,Papua New Guinea,Snacks,Online,L,7/8/14
Europe,Slovenia,Office Supplies,Online,L,3/23/10
North America,Mexico,Baby Food,Online,H,1/28/12
Central America and the Caribbean,El Salvador,Household,Offline,C,5/15/13
Asia,Indonesia,Beverages,Offline,M,1/20/16
Central America and the Caribbean,Haiti,Personal Care,Online,M,10/8/11
Australia and Oceania,Vanuatu,Cereal,Online,L,12/13/15
Middle East and North Africa,Pakistan,Cosmetics,Online,L,1/4/11
Middle East and North Africa,Saudi Arabia,Cereal,Online,M,9/23/10
Europe,France,Fruits,Offline,M,1/3/11
Sub-Saharan Africa,Liberia,Beverages,Online,C,5/23/16
Middle East and North Africa,Egypt,Office Supplies,Online,M,7/24/13
Australia and Oceania,Samoa ,Household,Offline,H,12/23/12
Asia,Singapore,Snacks,Online,C,10/20/14
Europe,Estonia,Clothes,Offline,L,9/11/12
Sub-Saharan Africa,Niger,Personal Care,Online,M,9/29/12
Sub-Saharan Africa,Benin,Clothes,Offline,H,7/8/14
Europe,Austria,Vegetables,Online,M,11/15/14
Asia,India,Snacks,Offline,C,9/22/11
Central America and the Caribbean,Panama,Snacks,Offline,L,6/2/15
Sub-Saharan Africa,Republic of the Congo,Clothes,Online,M,8/23/14
Europe,Belgium,Cosmetics,Offline,H,7/4/10
Europe,Armenia,Vegetables,Online,C,10/7/12
Australia and Oceania,Palau,Meat,Offline,M,4/20/13
Europe,Vatican City,Clothes,Offline,L,8/20/12
Central America and the Caribbean,Antigua and Barbuda ,Meat,Online,H,2/22/16
Europe,Sweden,Office Supplies,Offline,L,2/10/15
Middle East and North Africa,Somalia,Household,Online,H,4/4/13
Europe,Sweden,Cereal,Offline,M,5/14/15
Europe,Norway,Office Supplies,Offline,L,12/3/15
Asia,Nepal,Office Supplies,Online,C,6/23/10
Sub-Saharan Africa,Seychelles ,Household,Offline,M,7/30/14
Asia,Kyrgyzstan,Snacks,Online,H,7/20/14
Europe,Latvia,Vegetables,Offline,M,9/16/16
Europe,Portugal,Office Supplies,Online,H,4/19/13
Middle East and North Africa,Saudi Arabia,Clothes,Offline,H,7/19/16
Central America and the Caribbean,El Salvador,Fruits,Offline,H,1/17/17
Sub-Saharan Africa,Malawi,Fruits,Offline,L,3/22/10
Asia,Brunei,Snacks,Offline,H,4/17/15
Sub-Saharan Africa,Guinea,Baby Food,Online,H,11/22/10
Europe,Ukraine,Personal Care,Offline,M,7/29/14
Asia,Malaysia,Personal Care,Online,M,11/23/10
Middle East and North Africa,Algeria,Household,Offline,C,10/2/15
Sub-Saharan Africa,South Africa,Household,Offline,L,1/15/12
Middle East and North Africa,Qatar,Cereal,Online,H,12/31/13
Central America and the Caribbean,Guatemala,Meat,Offline,M,6/12/10
Europe,Belarus,Vegetables,Online,L,12/18/13
Australia and Oceania,Federated States of Micronesia,Cereal,Online,L,9/16/11
Asia,Vietnam,Beverages,Offline,M,8/11/14
Sub-Saharan Africa,Mozambique,Cosmetics,Offline,H,9/26/15
Sub-Saharan Africa,Niger,Beverages,Offline,H,10/16/16
Europe,Lithuania,Vegetables,Offline,H,10/5/16
Sub-Saharan Africa,Angola,Fruits,Offline,L,9/11/15
Asia,Tajikistan,Snacks,Online,M,11/30/10
Middle East and North Africa,Iraq,Household,Online,M,12/16/15
Central America and the Caribbean,Saint Lucia,Household,Offline,H,5/8/11
Middle East and North Africa,Kuwait,Office Supplies,Offline,L,7/17/16
Sub-Saharan Africa,Uganda,Household,Online,C,5/30/10
Sub-Saharan Africa,Ethiopia,Snacks,Online,C,9/28/10
Asia,Maldives,Office Supplies,Offline,C,6/22/17
Asia,Vietnam,Household,Online,C,6/13/16
Central America and the Caribbean,Dominica,Baby Food,Online,M,7/8/13
Australia and Oceania,Fiji,Personal Care,Offline,H,8/4/15
Asia,Sri Lanka,Personal Care,Online,H,9/16/11
Sub-Saharan Africa,Zimbabwe,Cereal,Offline,C,9/13/14
Central America and the Caribbean,Belize,Baby Food,Online,H,12/15/11
Middle East and North Africa,Afghanistan,Cosmetics,Offline,M,8/22/14
Asia,Vietnam,Personal Care,Offline,C,1/23/16
Australia and Oceania,Australia,Beverages,Offline,H,8/2/10
Middle East and North Africa,Turkey,Snacks,Offline,C,7/30/12
Sub-Saharan Africa,Madagascar,Snacks,Offline,C,10/3/14
Central America and the Caribbean,Dominica,Personal Care,Offline,L,9/4/14
Central America and the Caribbean,Barbados,Office Supplies,Online,H,12/20/10
Asia,South Korea,Clothes,Online,H,9/8/14
Europe,Armenia,Clothes,Offline,M,3/25/15
Sub-Saharan Africa,Rwanda,Clothes,Online,C,6/2/14
Middle East and North Africa,Tunisia ,Snacks,Online,L,2/21/15
Europe,Ireland,Baby Food,Offline,H,7/26/17
Asia,Cambodia,Cosmetics,Offline,C,5/8/15
Europe,Denmark,Vegetables,Offline,L,7/30/14
Europe,Italy,Fruits,Online,L,10/26/14
Central America and the Caribbean,Nicaragua,Clothes,Online,C,12/6/12
Europe,Liechtenstein,Fruits,Offline,L,5/29/14
Europe,Netherlands,Personal Care,Online,M,6/10/14
Europe,Iceland,Cereal,Online,M,11/12/16
Middle East and North Africa,Libya,Fruits,Online,M,3/23/15
Sub-Saharan Africa,Sao Tome and Principe,Vegetables,Online,M,9/10/11
Central America and the Caribbean,Dominican Republic,Household,Online,H,4/19/13
Central America and the Caribbean,Jamaica,Office Supplies,Offline,C,12/30/12
Europe,Vatican City,Clothes,Online,L,2/26/16
Sub-Saharan Africa,The Gambia,Meat,Online,M,1/24/14
Middle East and North Africa,Iraq,Snacks,Offline,M,6/12/10
North America,United States of America,Meat,Online,C,1/28/10
Australia and Oceania,Tuvalu,Office Supplies,Offline,C,1/7/15
North America,Mexico,Cereal,Online,L,3/31/13
Central America and the Caribbean,Honduras,Vegetables,Offline,L,9/27/12
North America,Mexico,Personal Care,Offline,C,12/20/14
Asia,Bangladesh,Office Supplies,Online,C,2/6/11
Central America and the Caribbean,Grenada,Fruits,Offline,H,2/6/16
Europe,Croatia,Vegetables,Online,L,11/26/11
Asia,Cambodia,Snacks,Offline,M,10/25/11
Australia and Oceania,Samoa ,Cosmetics,Online,L,4/9/11
Europe,Finland,Cosmetics,Offline,C,5/3/14
Sub-Saharan Africa,Benin,Baby Food,Online,L,10/17/14
Europe,Ireland,Meat,Offline,C,1/20/15
Europe,Bulgaria,Household,Offline,L,10/24/14
Middle East and North Africa,Iran,Cereal,Offline,H,10/28/14
Asia,Mongolia,Household,Offline,L,2/16/13
Asia,Indonesia,Snacks,Online,H,5/26/16
Europe,Luxembourg,Fruits,Online,M,6/12/13
Europe,Sweden,Vegetables,Online,M,11/7/16
Australia and Oceania,Samoa ,Meat,Online,L,10/10/13
Europe,Kosovo,Baby Food,Online,M,2/23/15
Sub-Saharan Africa,Cape Verde,Cereal,Offline,M,1/12/14
Sub-Saharan Africa,Equatorial Guinea,Baby Food,Online,M,2/20/12
Sub-Saharan Africa,Ethiopia,Household,Offline,L,1/8/16
Sub-Saharan Africa,Sao Tome and Principe,Cosmetics,Online,M,8/1/10
Central America and the Caribbean,The Bahamas,Meat,Online,H,11/12/15
Europe,Andorra,Vegetables,Online,L,2/13/15
